Hybridization REF	13685041.gpr	13685040.gpr	13685153.gpr	13685151.gpr	13685042.gpr
Reporter REF	Software Unknown:M	Software Unknown:M	Software Unknown:M	Software Unknown:M	Software Unknown:M
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102486 Pepd ProximalPromoter	-0.05	0.032	-0.078	-0.163	-0.089
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103236 Cops5 ProximalPromoter	-0.047	0.053	0.094	-0.043	-0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106591  DistalPromoter	-0.118	-0.018	-0.094	0.078	-0.002
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106911 Ppia DistalPromoter	-0.032	-0.054	0.085	0.064	-0.006
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107322 Pik3c2a DistalPromoter	0.009	0.051	0.048	0.061	-0.009
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106112 Foxb1 DistalPromoter	-0.037	0.146	0.001	0.064	0.164
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000919 Blank	-0.012	0.014	0.009	0.125	-0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P202146 Slc17a2 ProximalPromoter	0.244	0.13	0.467	0.331	0.396
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201727 Zfp536 ProximalPromoter	0.064	0.058	-0.021	0.33	-0.101
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204142 Fxyd2 ProximalPromoter	-0.141	0.201	0.031	-0.148	0.267
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204689 Mpa2l ProximalPromoter	0.061	-0.023	-0.076	0.043	-0.018
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205352 Dvl1 ProximalPromoter	0.328	0.148	0.196	0.349	0.436
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206497 B3gnt2 ProximalPromoter	-0.076	-0.179	-0.132	0.084	0.036
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200735 Cep70 ProximalPromoter	-0.067	0.128	0.013	0.022	0.057
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208486 1110008K04Rik ProximalPromoter	-0.108	-0.236	-0.16	-0.085	-0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207683 1110004B13Rik ProximalPromoter	-0.095	0.081	0.036	0.087	-0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208336 Stac3 ProximalPromoter	-0.073	0.484	0.166	0.061	0.034
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207351 Cldn10 ProximalPromoter	-0.015	0.715	0.024	0.062	-0.015
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P002359 Stratagene PCR 3	-0.075	0.01	0.022	0.078	0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.121	0.013	0.085	0.138	-0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100489 Rpl30 ProximalPromoter	-0.013	0.12	0.059	0.073	-0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101329 Srpk1 ProximalPromoter	-0.024	0.038	-0.157	-0.095	-0.184
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102462 Tnfrsf11b ProximalPromoter	-0.176	0.232	0.168	0.104	-0.073
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103212 Kcnh2 ProximalPromoter	-0.077	-0.045	-0.021	0.036	0.009
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106569  DistalPromoter	-0.12	-0.098	0.599	0.365	-0.061
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106980 Slc2a4 DistalPromoter	-0.013	-0.012	0.049	0.099	0.013
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107300 Ncl DistalPromoter	0.013	0.009	-0.036	0.035	-0.029
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106090 Cope DistalPromoter	0.012	0.174	0.179	-0.257	-0.298
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000823 Blank	-0.022	-0.043	-0.029	0.104	-0.015
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203385 BC016548 ProximalPromoter	-0.186	0.019	-0.022	0.024	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201702 2610020C11Rik ProximalPromoter	-0.044	0.131	0.201	0.134	-0.038
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204117 Ap2a2 ProximalPromoter	0.047	0.009	0.049	0.025	-0.009
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204665 Mdm4 ProximalPromoter	-0.063	0.095	-0.017	-0.037	0.049
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205419 Son ProximalPromoter	0.005	-0.024	0.072	0.103	-0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206473 Dgka ProximalPromoter	-0.013	0.072	0.036	0.038	0.003
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200711 Tmem58 ProximalPromoter	-0.074	-0.004	0.109	0.168	0.014
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208462 2610110G12Rik ProximalPromoter	-0.007	-0.04	0.002	-0.065	-0.013
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208631 1700019G17Rik ProximalPromoter	0.016	0.037	-0.038	0.084	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208312 9030611O19Rik ProximalPromoter	-0.06	0.056	-0.04	0.218	-0.015
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207327 Txnip ProximalPromoter	-0.041	0.199	0.024	-0.017	0.167
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P002335 Stratagene PCR 1	-0.053	-0.003	0.097	0.033	-0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.09	-0.012	0.06	0.123	0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100555 Syngr2 ProximalPromoter	0.109	0.017	0.011	0.276	-0.32
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101305 Scly ProximalPromoter	-0.025	-0.029	-0.017	0.228	-0.095
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102438 Mrc1 ProximalPromoter	-0.037	-0.044	0.509	0.541	0.266
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103188 Bglap-rs1 ProximalPromoter	-0.184	-0.108	-0.204	-0.177	-0.001
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104028 Pparbp ProximalPromoter	0.087	0.093	-0.031	0.073	0.254
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106959 Ripk1 DistalPromoter	-0.058	0.035	-0.233	0.025	-0.101
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107278 Psmb8 DistalPromoter	0.032	-0.001	-0.035	-0.129	0.048
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106068 Sall1 DistalPromoter	0.002	-0.003	0.013	0.014	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001099 Blank	-0.043	-0.021	0.073	0.064	-0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203361 Lzts2 ProximalPromoter	-0.011	-0.049	-0.096	-0.066	0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201678 Lama2 ProximalPromoter	0.054	0.03	0.471	0.603	0.089
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204092 Adora2b ProximalPromoter	0.04	0.039	0.03	-0.064	-0.209
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203775 ICRFP703B1614Q5.5 ProximalPromoter	0.127	-0.077	-0.037	-0.124	0.235
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205395 Fgf5 ProximalPromoter	-0.053	-0.003	0.073	0.096	-0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206449 Rgs14 ProximalPromoter	0.022	-0.358	0.018	0.213	0.071
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200687 Angpt2 ProximalPromoter	-0.053	-0.04	-0.045	-0.029	0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208529 Ccdc97 ProximalPromoter	-0.009	-0.008	-0.009	0.013	0.003
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208607 Utp11l ProximalPromoter	0.099	0.026	0.092	-0.204	0.069
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208288 Pcgf6 ProximalPromoter	-0.285	0.167	-0.19	-0.171	-0.069
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207303 Rgl3 ProximalPromoter	0.026	0.025	0.013	0.045	-0.006
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210092 Zfp426 ProximalPromoter	0.023	0.066	0.074	-0.007	0.007
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.114	-0.022	0.034	0.082	-0.002
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100531 Smpd2 ProximalPromoter	-0.19	-0.068	-0.128	0.01	-0.05
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101281 Mapk6 ProximalPromoter	-0.015	-0.03	0.089	-0.002	-0.124
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102414 Llgl1 ProximalPromoter	-0.023	-0.115	0.025	0.062	-0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103254 Ate1 ProximalPromoter	0	-0.024	0.048	0.072	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104004 Slc2a10 ProximalPromoter	-0.038	-0.036	0.073	0.1	-0.017
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106937 Pthlh DistalPromoter	0	-0.012	-0.057	-0.186	0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107257 Kcna7 DistalPromoter	-0.069	-0.107	0.14	0.122	-0.284
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105869 Dlgh4 DistalPromoter	-0.053	-0.012	0.061	0.009	0
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001003 Blank	-0.021	-0.043	0.024	0.107	-0.01
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203337 Rin1 ProximalPromoter	-0.128	0.476	-0.008	-0.158	-0.101
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201653 Klrb1f ProximalPromoter	-0.163	-0.01	0.074	0.146	-0.13
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204160 Bdnf ProximalPromoter	-0.043	0.053	0.044	0.008	-0.114
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203751 Zfyve1 ProximalPromoter	-0.176	-0.002	0.015	-0.145	0.053
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205370 Enah ProximalPromoter	0.038	0.028	0.024	-0.023	0.069
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206424 Gpc3 ProximalPromoter	0.214	0.093	0.301	0.019	0.04
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201249 Anapc2 ProximalPromoter	0.056	0.003	0.102	-0.188	0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208505 4632417N05Rik ProximalPromoter	0.019	-0.016	0.035	-0.043	0.082
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208583 Cyp2j9 ProximalPromoter	0.305	-0.202	-0.01	-0.072	-0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208264 Rufy3 ProximalPromoter	0.205	0.126	-0.059	0.108	0.128
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207370  ProximalPromoter	-0.004	0.117	-0.056	-0.056	0.11
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210066 Nalp5 ProximalPromoter	0.003	0.243	-0.072	-0.044	0.124
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.064	-0.017	0.035	0.071	-0.009
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100507 Scd2 ProximalPromoter	0.2	-0.365	-0.447	0.256	-0.173
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101257 Fbxw5 ProximalPromoter	-0.525	-0.258	0.106	-0.142	-0.424
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102097 Serpina5 ProximalPromoter	-0.27	0.007	-0.071	-0.119	0.153
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103230 Snrpn ProximalPromoter	0.044	-0.046	-0.07	-0.067	0.201
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103980 Klf7 ProximalPromoter	-0.025	0.055	-0.035	0.107	0.008
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106915 Serpinf2 DistalPromoter	0.027	-0.029	0.245	0.263	-0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107326 Pde4d DistalPromoter	-0.099	0.036	0.012	0.031	0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105848 Tnf DistalPromoter	0.264	0.05	0.002	0.015	-0.007
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000907 Blank	-0.064	-0.056	0.024	-0.042	-0.116
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203313 Ddx48 ProximalPromoter	-0.075	0.011	0.037	0.003	-0.042
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206204 Ltbp2 ProximalPromoter	-0.012	0.051	-0.01	-0.034	0.017
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204136 Arx ProximalPromoter	-0.009	0.025	0.037	0.054	-0.033
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203727 Dgkz ProximalPromoter	-0.073	0.028	-0.07	0.034	0.16
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205346 Dok1 ProximalPromoter	-0.086	-0.091	0.097	0.064	-0.05
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206491 Vamp5 ProximalPromoter	-0.059	-0.098	-0.062	-0.038	-0.09
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201225 2010005J08Rik ProximalPromoter	-0.018	0.04	-0.033	-0.11	0.031
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208480 Glipr1 ProximalPromoter	0.101	0.002	-0.05	-0.03	0.294
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208559 1700045I19Rik ProximalPromoter	0.155	0.226	-0.17	0.092	0.063
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208438 Angptl1 ProximalPromoter	0.09	0.03	-0.084	-0.01	0.096
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207345 Paqr4 ProximalPromoter	0.021	0.088	-0.016	0.113	-0.01
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210042 Dlgap4 ProximalPromoter	-0.012	-0.014	0.002	-0.014	0.001
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.054	0.001	0.11	0.127	0.024
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100483 Rock1 ProximalPromoter	0	-0.041	0.085	-0.034	-0.004
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101323 Prkag1 ProximalPromoter	-0.099	0.005	0.166	-0.028	-0.032
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102073 Rps13 ProximalPromoter	-0.062	-0.202	0.04	0.118	-0.248
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103206 Hgd ProximalPromoter	-0.116	0.167	0.761	0.78	-0.043
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103956 Uck2 ProximalPromoter	0.031	0.065	0.211	-0.143	-0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105686 Kcnj9 DistalPromoter	0.008	-0.053	-0.092	0.068	0.03
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107304 Msx3 DistalPromoter	-0.031	-0.024	0.051	-0.013	0.018
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105826 Insl3 DistalPromoter	0.003	-0.015	-0.01	0.006	-0.117
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P000811 Blank	-0.042	-0.008	0.048	-0.031	-0.048
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203379 Peli1 ProximalPromoter	-0.104	0.042	0.298	0.167	-0.153
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206180 Gfpt2 ProximalPromoter	0.285	-0.104	0.354	0.301	0.128
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204111 Prdx3 ProximalPromoter	-0.053	0.129	0.036	-0.034	0.276
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203703 BC048502 ProximalPromoter	-0.02	0.047	-0.057	0.02	-0.001
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205620 Mecp2 ProximalPromoter	0.039	-0.012	-0.031	0.014	0.034
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206467 Vamp4 ProximalPromoter	0.039	0.199	-0.096	-0.086	0.018
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201200 Rasip1 ProximalPromoter	0.03	-0.016	0.025	0.003	-0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208456 Cnih3 ProximalPromoter	-0.004	-0.033	-0.011	0.015	0.046
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208625 Ascc2 ProximalPromoter	0.079	-0.07	-0.076	-0.034	-0.006
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208414 Zfp661 ProximalPromoter	0.064	0.012	-0.01	-0.034	0.052
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207321 Nfatc4 ProximalPromoter	0.042	-0.016	0.2	0.188	-0.039
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210018 Ubr2 ProximalPromoter	-0.022	0.054	0.002	-0.054	0.042
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.Blank Empty	-0.02	-0.031	0.023	0.061	-0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100177 Pdia3 ProximalPromoter	-0.027	-0.009	-0.054	0.03	-0.071
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101299 Exosc10 ProximalPromoter	0.055	0.025	-0.056	-0.05	0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102049 2610027L16Rik ProximalPromoter	0.021	-0.064	-0.023	-0.064	0.104
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103182 Pde6g ProximalPromoter	-0.095	-0.111	0.088	0.281	0.047
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P104022 Atp6v1h ProximalPromoter	0.06	-0.098	-0.002	-0.307	0.072
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106781 Igfbp3 DistalPromoter	0.023	-0.228	0.151	-0.016	-0.013
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105734 Lamp1 DistalPromoter	0.024	0.339	-0.113	-0.111	0.06
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105804 Ahr DistalPromoter	-0.053	-0.103	0.025	0.015	-0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106474 Atp12a DistalPromoter	-0.023	-0.014	-0.023	0.007	0.017
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203355 Klk1b9 ProximalPromoter	-0.017	-0.084	-0.173	-0.073	-0.024
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206156 Btk ProximalPromoter	-0.01	0.049	-0.078	0.18	0.06
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P204086 Acvr1b ProximalPromoter	-0.192	0.145	0.272	0.444	-0.084
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203769 Hoxa10 ProximalPromoter	0.062	-0.006	-0.01	-0.141	0.025
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205595 Il1rl1 ProximalPromoter	-0.092	0.004	-0.044	-0.008	-0.026
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206443 Clec4f ProximalPromoter	-0.01	-0.076	-0.038	-0.005	-0.258
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201176 Morc4 ProximalPromoter	0.131	-0.074	-0.028	-0.068	-0.023
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200376 Pgcp ProximalPromoter	0.125	-0.05	0.048	0.06	0.023
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208601 Rg9mtd1 ProximalPromoter	0.432	0.076	0.088	0.121	0.169
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208390 Cotl1 ProximalPromoter	0.287	0.033	0.185	0.178	-0.002
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207297 Slc29a3 ProximalPromoter	-0.009	-0.015	0.095	0.182	0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210086 Glt25d1 ProximalPromoter	0.173	-0.378	0.191	-0.303	0.072
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001662 Blank	-0.055	-0.053	0.072	0.057	-0.015
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100153  ProximalPromoter	0.033	0.039	-0.29	-0.218	-0.258
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101275 Ebi3 ProximalPromoter	-0.146	-0.1	0.231	0.33	0.075
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102025 Tmed9 ProximalPromoter	-0.124	-0.073	-0.178	-0.068	-0.165
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102876 Hoxd1 ProximalPromoter	-0.095	0.013	-0.032	-0.102	0.031
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103998 Adcy4 ProximalPromoter	0.051	-0.169	-0.056	0.07	0.266
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106760 Hnf4a DistalPromoter	0.067	0.105	0.065	0.019	-0.014
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107262 Cd47 DistalPromoter	0.193	-0.025	0.167	0.085	0.072
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105873 Actg1 DistalPromoter	-0.001	0.032	-0.044	-0.113	-0.076
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106453 Atp1b4 DistalPromoter	-0.042	0.007	0.001	-0.045	0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203331 Atp6v0e2 ProximalPromoter	0.075	0.018	-0.055	-0.039	-0.011
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206132  ProximalPromoter	-0.042	-0.259	0.002	-0.352	-0.024
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205717  ProximalPromoter	0.055	-0.001	0.013	-0.104	-0.012
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203745 Numa1 ProximalPromoter	0.01	-0.157	-0.032	-0.174	0.013
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205570 Krtap13 ProximalPromoter	0.023	-0.03	-0.092	-0.023	0.001
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206418 Comp ProximalPromoter	0.04	-0.01	-0.022	-0.054	0.021
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201243 Fa2h ProximalPromoter	0.1	0.079	0.002	-0.104	-0.028
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P200352 Fxc1 ProximalPromoter	0.113	-0.006	-0.056	-0.076	0.003
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208577 Taf7l ProximalPromoter	0.142	0.082	0.012	-0.093	0.017
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P208366 Caskin2 ProximalPromoter	0.103	0.094	-0.03	-0.211	0.087
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P207279 Krt42 ProximalPromoter	0.075	-0.014	-0.021	-0.084	0.039
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P210060 Gimap7 ProximalPromoter	0.178	0.05	0.197	0.176	0.251
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P001662 Blank	-0.032	-0.054	0.06	0.025	-0.022
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P100129 Csrp1 ProximalPromoter	-0.13	-0.183	0.286	0.017	-0.174
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P101251 Bag3 ProximalPromoter	-0.152	-0.229	0.309	0.06	-0.235
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102091 Cab39l ProximalPromoter	0.053	-0.009	0.089	0.034	0.135
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P102852 Hes5 ProximalPromoter	-0.027	-0.015	-0.01	0.13	0.121
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P103974 Kcnn1 ProximalPromoter	-0.026	0.348	-0.096	-0.105	0.064
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106738 Hccs DistalPromoter	0.154	-0.032	-0.252	0.015	-0.019
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P107149 Dhfr DistalPromoter	0.089	0.123	-0.077	-0.217	-0.02
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P105591 Dusp1 DistalPromoter	0.093	0.269	-0.032	-0.066	0.042
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P106432 Plcz1 DistalPromoter	-0.002	-0.101	0.157	0.032	0.084
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203307 Abhd14b ProximalPromoter	0.01	-0.047	0.557	-0.102	0.177
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P206198 Ksr1 ProximalPromoter	0.22	0.057	0.126	0.033	-0.031
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205693 Omp ProximalPromoter	0.022	0.031	-0.034	-0.006	0.069
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P203721 Bsdc1 ProximalPromoter	0.016	0.029	-0.01	-0.429	0.377
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P205546 Kcnj11 ProximalPromoter	0.04	-0.029	0.021	0.274	0.086
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P202611 Pigk ProximalPromoter	0.061	-0.016	-0.054	-0.073	0.054
ebi.ac.uk:MIAMExpress:Reporter:A-MEXP-1165.P201219  ProximalPromoter	-0.142	0.007	-0.011	-0.04	-0.003
